,사고번호,사고일시,요일,도로종류,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도,연령대,가해연령대
0,2019010100100152,11,화요일,경부,경상북도,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,38,상해없음,승용,0,31,경상,30.0,30.0
1,2019010300100238,13,목요일,경부,충청남도,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,기타불명,2,0,기타불명,승용,0,62,경상,20.0,20.0
2,2019010400100022,0,금요일,경부,경기도,경상사고,0,0,2,0,차대차 - 기타,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,0,55,상해없음,승용,0,30,경상,50.0,50.0
3,2019010500100058,2,토요일,경부,경기도,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,29,상해없음,승용,1,54,중상,20.0,20.0
4,2019010500100059,2,토요일,경부,경기도,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 서리/결빙,맑음,단일로 - 기타,승용,0,56,상해없음,승용,0,29,경상,50.0,50.0
5,2019010500100361,17,토요일,경부,충청북도,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,0,43,상해없음,승용,0,59,경상,40.0,40.0
6,2019010500100404,18,토요일,경부,경상북도,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,0,61,상해없음,승용,0,35,경상,,
7,2019010600100118,10,일요일,경부,경기도,경상사고,0,0,7,3,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,0,48,상해없음,승합,0,41,상해없음,40.0,40.0
8,2019010700100220,12,월요일,경부,경기도,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,44,상해없음,승용,1,46,경상,40.0,40.0
9,2019010700100371,17,월요일,경부,경기도,경상사고,0,0,1,2,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,1,33,부상신고,승용,0,56,경상,30.0,30.0
10,2019010800100231,12,화요일,경부,경기도,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,특수,0,46,상해없음,승용,0,54,경상,40.0,40.0
11,2019010900100224,12,수요일,경부,충청북도,경상사고,0,0,2,0,차대차 - 기타,차로위반,포장 - 건조,맑음,단일로 - 기타,기타불명,2,0,기타불명,승용,0,52,상해없음,20.0,20.0
12,2019010900100507,21,수요일,경부,충청남도,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,38,상해없음,승용,0,29,경상,30.0,30.0
13,2019011000100200,12,목요일,경부,서울특별시,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,65,상해없음,승용,1,53,중상,60.0,60.0
14,2019011100100072,4,금요일,경부,경기도,중상사고,0,2,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,36,상해없음,화물,0,56,중상,30.0,30.0
15,2019011100100085,5,금요일,경부,경상북도,사망사고,1,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,특수,0,61,사망,화물,0,50,경상,,
16,2019011200100189,10,토요일,경부,경기도,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,49,상해없음,승합,0,52,경상,40.0,40.0
17,2019011200100322,15,토요일,경부,충청남도,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,기타 - 기타,승용,0,27,상해없음,승용,0,30,경상,20.0,20.0
18,2019011300100019,0,일요일,경부,경기도,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,기타불명,2,0,기타불명,승용,0,47,경상,20.0,20.0
19,2019011300100232,15,일요일,경부,경기도,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,0,43,상해없음,승용,0,33,부상신고,40.0,40.0
20,2019011300100236,15,일요일,경부,충청남도,경상사고,0,0,6,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,1,33,상해없음,승용,0,50,경상,30.0,30.0
21,2019011400100064,4,월요일,경부,대전광역시,중상사고,0,2,0,0,차대차 - 추돌,기타,포장 - 건조,맑음,단일로 - 기타,화물,0,44,상해없음,승용,0,58,중상,40.0,40.0
22,2019011400100067,5,월요일,경부,충청북도,사망사고,1,1,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,0,64,중상,특수,0,56,상해없음,60.0,60.0
23,2019011400100273,12,월요일,경부,경기도,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,기타불명,2,0,기타불명,승용,0,63,경상,20.0,20.0
24,2019011500100377,18,화요일,경부,경기도,경상사고,0,0,1,0,차대차 - 후진중충돌,기타,포장 - 건조,맑음,단일로 - 기타,화물,0,25,상해없음,승용,0,28,경상,20.0,20.0
25,2019011600100342,16,수요일,경부,경상북도,중상사고,0,1,3,0,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,0,29,상해없음,승용,1,47,경상,20.0,20.0
26,2019011700100144,9,목요일,경부,경기도,중상사고,0,1,0,0,차대차 - 측면충돌,안전거리미확보,포장 - 서리/결빙,눈,단일로 - 기타,승용,0,42,상해없음,승용,1,26,중상,40.0,40.0
27,2019011800100020,0,금요일,경부,서울특별시,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,35,상해없음,승용,0,74,중상,30.0,30.0
28,2019011900100430,20,토요일,경부,경기도,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,0,51,상해없음,승용,0,49,경상,,
29,2019012100100104,8,월요일,경부,서울특별시,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,1,39,상해없음,승용,1,46,경상,30.0,30.0
30,2019012100100419,18,월요일,경부,경상북도,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,0,59,상해없음,화물,0,57,상해없음,50.0,50.0
31,2019012200100224,10,화요일,경부,경기도,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,42,상해없음,승용,0,35,부상신고,40.0,40.0
32,2019012300100054,3,수요일,경부,경기도,경상사고,0,0,1,1,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,0,37,부상신고,화물,0,70,경상,30.0,30.0
33,2019012300100099,7,수요일,경부,경기도,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,특수,0,23,상해없음,승용,0,24,경상,20.0,20.0
34,2019012300100135,8,수요일,경부,경기도,경상사고,0,0,3,5,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,75,상해없음,승용,0,53,부상신고,70.0,70.0
35,2019012300100419,18,수요일,경부,경기도,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,41,상해없음,승용,0,54,경상,,
36,2019012300100550,22,수요일,경부,경기도,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,화물,0,55,상해없음,승용,0,68,경상,50.0,50.0
37,2019012400100095,7,목요일,경부,경기도,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로부근,승용,0,72,상해없음,승용,0,37,경상,70.0,70.0
38,2019012500100059,2,금요일,경부,경상북도,사망사고,1,0,0,0,차량단독 - 공작물충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,42,사망,기타불명,2,0,기타불명,40.0,40.0
39,2019012500100279,14,금요일,경부,경상남도,중상사고,0,1,0,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,화물,0,49,상해없음,승용,1,63,중상,40.0,40.0
40,2019012500100364,16,금요일,경부,경기도,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,49,상해없음,승용,0,63,중상,40.0,40.0
41,2019012500100365,16,금요일,경부,경기도,중상사고,0,1,7,1,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,0,49,상해없음,화물,0,36,중상,40.0,40.0
42,2019012600100075,3,토요일,경부,대전광역시,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,28,상해없음,기타불명,2,0,기타불명,20.0,20.0
43,2019012600100158,10,토요일,경부,서울특별시,중상사고,0,3,13,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,0,63,상해없음,승합,0,46,상해없음,60.0,60.0
44,2019012600100186,11,토요일,경부,경기도,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,1,24,상해없음,승용,0,42,경상,20.0,20.0
45,2019012600100296,14,토요일,경부,경기도,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,44,상해없음,승용,0,34,경상,40.0,40.0
46,2019012600100362,16,토요일,경부,경기도,중상사고,0,5,17,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,0,38,상해없음,승합,0,57,상해없음,30.0,30.0
47,2019012600100509,20,토요일,경부,충청남도,경상사고,0,0,1,0,차대차 - 측면충돌,차로위반,포장 - 건조,맑음,단일로 - 기타,승용,0,67,기타불명,승용,0,42,경상,60.0,60.0
48,2019012700100264,16,일요일,경부,경기도,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,0,33,상해없음,화물,0,44,경상,30.0,30.0
49,2019012700100405,23,일요일,경부,경상북도,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,0,51,상해없음,보행자,1,48,경상,,
50,2019012800100084,6,월요일,경부,충청북도,중상사고,0,3,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,0,43,상해없음,승용,0,42,중상,40.0,40.0
51,2019012800100195,9,월요일,경부,서울특별시,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,45,상해없음,승용,1,35,경상,40.0,40.0
52,2019012900100238,13,화요일,경부,경기도,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,특수,0,52,상해없음,승용,0,37,경상,50.0,50.0
53,2019012900100301,15,화요일,경부,서울특별시,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,1,47,상해없음,승용,0,60,경상,40.0,40.0
54,2019013000100155,10,수요일,경부,울산광역시,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,1,48,상해없음,승용,1,54,경상,40.0,40.0
55,2019013000100290,14,수요일,경부,서울특별시,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,0,42,상해없음,승용,0,37,경상,40.0,40.0
56,2019013100100038,2,목요일,경부,서울특별시,중상사고,0,3,3,0,차대차 - 추돌,과속,포장 - 건조,맑음,단일로 - 기타,승용,0,61,중상,화물,0,30,경상,,
57,2019013100100046,3,목요일,경부,충청북도,사망사고,1,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,43,사망,화물,0,52,상해없음,40.0,40.0
58,2019020100100067,3,금요일,경부,경기도,중상사고,0,1,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,29,상해없음,승용,0,22,경상,20.0,20.0
59,2019020100100135,8,금요일,경부,경기도,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,기타불명,2,0,기타불명,승용,0,48,경상,20.0,20.0
60,2019020100100460,17,금요일,경부,서울특별시,경상사고,0,0,1,1,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,27,부상신고,승용,1,59,경상,20.0,20.0
61,2019020100100528,18,금요일,경부,대전광역시,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,0,62,상해없음,승용,0,58,경상,60.0,60.0
62,2019020200100132,7,토요일,경부,울산광역시,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,39,상해없음,승용,0,34,경상,30.0,30.0
63,2019020200100423,17,토요일,경부,대구광역시,경상사고,0,0,4,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,51,상해없음,승용,0,40,경상,,
64,2019020300100150,8,일요일,경부,대구광역시,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 젖음/습기,비,단일로 - 기타,승합,0,59,상해없음,승용,0,33,경상,50.0,50.0
65,2019020300100218,12,일요일,경부,경기도,중상사고,0,2,6,2,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,0,54,상해없음,승용,0,49,경상,50.0,50.0
66,2019020300100373,18,일요일,경부,충청북도,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,승용,0,48,상해없음,승용,1,61,경상,40.0,40.0
67,2019020500100044,2,화요일,경부,충청북도,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,0,22,상해없음,승용,1,51,경상,20.0,20.0
68,2019020500100179,14,화요일,경부,충청북도,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,56,상해없음,승용,0,63,경상,50.0,50.0
69,2019020500100287,19,화요일,경부,충청북도,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,1,50,상해없음,승용,1,45,경상,40.0,40.0
70,2019020500100288,19,화요일,경부,충청남도,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,42,상해없음,승용,1,48,경상,40.0,40.0
71,2019020600100018,0,수요일,경부,경기도,경상사고,0,0,3,0,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,기타불명,2,0,기타불명,승용,0,33,경상,20.0,20.0
72,2019020600100090,10,수요일,경부,경기도,중상사고,0,1,3,1,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,48,부상신고,승합,1,64,경상,40.0,40.0
73,2019020800100233,13,금요일,경부,경상북도,중상사고,0,2,0,0,차대차 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,화물,0,40,상해없음,승용,1,53,중상,30.0,30.0
74,2019020800100443,20,금요일,경부,충청북도,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,기타 - 기타,기타불명,2,0,기타불명,승용,0,55,경상,20.0,20.0
75,2019020900100023,0,토요일,경부,경기도,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,0,34,상해없음,승용,1,45,경상,30.0,30.0
76,2019021000100047,2,일요일,경부,서울특별시,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,1,27,상해없음,승용,0,42,중상,20.0,20.0
77,2019021000100093,8,일요일,경부,경기도,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,47,기타불명,승용,1,62,경상,40.0,40.0
78,2019021100100366,17,월요일,경부,경상남도,중상사고,0,1,1,0,차대차 - 정면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,0,60,상해없음,승용,0,42,경상,50.0,50.0
79,2019021200100347,16,화요일,경부,경상북도,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,1,39,상해없음,승용,1,49,경상,30.0,30.0
80,2019021300100045,1,수요일,경부,경기도,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,0,43,상해없음,승용,1,50,경상,40.0,40.0
81,2019021300100324,15,수요일,경부,경기도,경상사고,0,0,6,1,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,38,경상,승용,0,36,경상,30.0,30.0
82,2019021300100421,18,수요일,경부,충청남도,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,62,상해없음,승용,1,43,경상,60.0,60.0
83,2019021400100315,15,목요일,경부,경기도,중상사고,0,1,7,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,1,28,상해없음,승용,0,21,상해없음,20.0,20.0
84,2019021400100564,22,목요일,경부,충청북도,경상사고,0,0,1,0,차대차 - 추돌,신호위반,포장 - 건조,맑음,단일로 - 터널,화물,0,48,상해없음,승용,0,28,상해없음,40.0,40.0
85,2019021500100300,12,금요일,경부,경기도,중상사고,0,1,1,2,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,70,상해없음,승용,0,56,경상,60.0,60.0
86,2019021500100310,12,금요일,경부,충청남도,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,흐림,단일로 - 기타,승용,0,52,상해없음,승용,1,49,경상,50.0,50.0
87,2019021500100606,20,금요일,경부,서울특별시,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,승용,0,28,경상,화물,0,61,상해없음,20.0,20.0
88,2019021600100116,8,토요일,경부,경기도,경상사고,0,0,5,0,차대차 - 기타,안전운전불이행,포장 - 젖음/습기,흐림,단일로 - 기타,승용,0,35,상해없음,승용,0,44,경상,30.0,30.0
89,2019021600100292,14,토요일,경부,서울특별시,경상사고,0,0,11,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,0,42,상해없음,승합,0,50,경상,40.0,40.0
90,2019021600100326,15,토요일,경부,경기도,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,화물,0,59,상해없음,승용,1,27,경상,50.0,50.0
91,2019021600100379,16,토요일,경부,충청남도,중상사고,0,7,14,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,24,중상,승합,0,50,경상,20.0,20.0
92,2019021600100613,23,토요일,경부,경상북도,중상사고,0,2,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,0,44,기타불명,화물,0,70,중상,40.0,40.0
93,2019021700100151,10,일요일,경부,경기도,경상사고,0,0,12,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,32,상해없음,승합,0,38,상해없음,30.0,30.0
94,2019021700100214,13,일요일,경부,경기도,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,66,상해없음,승용,1,59,경상,60.0,60.0
95,2019021700100240,14,일요일,경부,충청남도,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,27,상해없음,승용,0,38,경상,20.0,20.0
96,2019021700100261,15,일요일,경부,경기도,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,48,상해없음,승용,0,36,경상,40.0,40.0
97,2019021700100394,19,일요일,경부,대구광역시,경상사고,0,0,4,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,59,상해없음,승용,0,32,경상,50.0,50.0
98,2019021800100048,3,월요일,경부,경상북도,중상사고,0,1,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,특수,0,53,경상,화물,0,61,중상,50.0,50.0
99,2019021800100284,14,월요일,경부,경기도,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,50,상해없음,승합,0,40,경상,40.0,40.0
100,2019021900100020,0,화요일,경부,경기도,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,기타불명,2,0,기타불명,화물,0,36,경상,20.0,20.0
101,2019021900100167,9,화요일,경부,충청남도,중상사고,0,1,0,0,차량단독 - 기타,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,승합,0,62,상해없음,기타불명,2,0,기타불명,60.0,60.0
102,2019022000100168,10,수요일,경부,대전광역시,중상사고,0,2,0,0,차량단독 - 전도전복 - 전도,안전운전불이행,포장 - 건조,맑음,기타 - 기타,화물,0,56,중상,기타불명,2,0,기타불명,50.0,50.0
103,2019022100100022,0,목요일,경부,경기도,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,62,상해없음,승용,0,33,경상,60.0,60.0
104,2019022200100249,12,금요일,경부,충청북도,경상사고,0,0,1,0,차대차 - 추돌,차로위반,포장 - 건조,흐림,단일로 - 기타,승용,0,67,상해없음,화물,0,62,경상,60.0,60.0
105,2019022200100348,15,금요일,경부,충청북도,경상사고,0,0,2,0,차대차 - 기타,차로위반,포장 - 건조,맑음,단일로 - 기타,화물,0,48,상해없음,승합,0,56,상해없음,40.0,40.0
106,2019022200100454,19,금요일,경부,부산광역시,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,65,상해없음,승용,0,32,경상,60.0,60.0
107,2019022200100473,19,금요일,경부,경상북도,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,28,상해없음,승용,0,29,중상,20.0,20.0
108,2019022300100022,0,토요일,경부,경기도,중상사고,0,1,0,1,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,28,부상신고,화물,0,61,중상,20.0,20.0
109,2019022300100065,2,토요일,경부,경상북도,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,0,42,상해없음,승용,0,21,경상,40.0,40.0
110,2019022400100062,5,일요일,경부,경기도,중상사고,0,1,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,65,상해없음,화물,0,66,중상,60.0,60.0
111,2019022500100373,16,월요일,경부,경기도,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,0,45,상해없음,승합,0,61,상해없음,40.0,40.0
112,2019022500100374,16,월요일,경부,서울특별시,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,26,상해없음,화물,0,60,중상,20.0,20.0
113,2019022500100579,22,월요일,경부,경기도,경상사고,0,0,2,0,차대차 - 기타,과속,포장 - 건조,맑음,단일로 - 기타,승용,0,27,경상,승용,0,28,경상,20.0,20.0
114,2019022600100392,17,화요일,경부,경상남도,중상사고,0,1,0,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,1,30,상해없음,승용,0,52,중상,20.0,20.0
115,2019022800100176,10,목요일,경부,경상남도,중상사고,0,1,7,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,화물,0,43,상해없음,화물,0,37,경상,40.0,40.0
116,2019022800100439,18,목요일,경부,경상남도,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,0,35,상해없음,승용,0,48,경상,30.0,30.0
117,2019022800100554,20,목요일,경부,대구광역시,중상사고,0,3,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,기타불명,2,0,기타불명,화물,0,55,중상,20.0,20.0
118,2019030100100148,9,금요일,경부,경기도,중상사고,0,1,5,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,0,66,상해없음,승용,0,21,경상,60.0,60.0
119,2019030100100182,11,금요일,경부,경상남도,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,57,상해없음,승합,0,41,경상,50.0,50.0
120,2019030300100053,2,일요일,경부,경상북도,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,53,중상,승용,0,53,상해없음,50.0,50.0
121,2019030300100161,13,일요일,경부,대전광역시,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,0,55,상해없음,승용,0,41,상해없음,50.0,50.0
122,2019030300100193,14,일요일,경부,충청남도,경상사고,0,0,1,0,차대차 - 기타,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,1,47,상해없음,승용,0,32,상해없음,40.0,40.0
123,2019030400100044,5,월요일,경부,충청북도,중상사고,0,2,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,41,상해없음,승용,0,23,기타불명,,
124,2019030400100088,8,월요일,경부,경기도,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,0,66,상해없음,승용,0,60,경상,60.0,60.0
125,2019030400100287,15,월요일,경부,경기도,중상사고,0,2,0,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,화물,0,63,상해없음,승용,0,58,중상,60.0,60.0
126,2019030400100489,20,월요일,경부,경상북도,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,43,상해없음,승용,0,47,경상,40.0,40.0
127,2019030400100490,20,월요일,경부,경상북도,중상사고,0,1,0,0,차대차 - 기타,신호위반,포장 - 건조,맑음,단일로 - 기타,화물,0,65,상해없음,승용,1,45,중상,60.0,60.0
128,2019030500100349,16,화요일,경부,경기도,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,0,22,상해없음,화물,0,50,경상,20.0,20.0
129,2019030600100356,16,수요일,경부,울산광역시,사망사고,1,1,0,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,0,21,사망,특수,0,71,중상,20.0,20.0
130,2019030700100246,12,목요일,경부,경기도,중상사고,0,1,2,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,1,37,중상,승용,0,68,경상,30.0,30.0
131,2019030700100370,16,목요일,경부,서울특별시,중상사고,0,1,0,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,0,59,상해없음,승용,0,74,중상,50.0,50.0
